,Order_ID,Date,Average Price,Total Volume,PLU 4046 sold,PLU 4225 sold,PLU 4770 sold ,Total Bags,Small Bags,Large Bags,XLarge Bags,Type,Year,Region
414,50,2016-01-10,1.08,844277.25,44289.03,534404.57,143202.95,122380.7,82670.76,39333.27,376.67,conventional,2016,Chicago
415,51,2016-01-03,0.93,1009667.15,77301.31,656386.69,162054.24,113924.91,80769.55,21615.36,11540.0,conventional,2016,Chicago
416,0,2016-12-25,0.84,2641775.31,794840.17,669585.49,65359.34,1111990.31,1032762.48,49937.35,29290.48,conventional,2016,LosAngeles
417,1,2016-12-18,0.84,2377799.62,767981.95,513487.28,56245.11,1040085.28,961115.47,55112.27,23857.54,conventional,2016,LosAngeles
418,2,2016-12-11,0.75,2793917.73,917098.69,631013.13,59599.98,1186205.93,1086150.77,80411.66,19643.5,conventional,2016,LosAngeles
419,3,2016-12-04,0.78,2780629.1,1076282.76,476162.95,53729.91,1174453.48,1135570.69,17964.53,20918.26,conventional,2016,LosAngeles
420,4,2016-11-27,1.01,2257271.18,865743.41,416437.85,50949.95,924139.97,868269.44,34138.07,21732.46,conventional,2016,LosAngeles
421,5,2016-11-20,1.1,2272023.15,880344.33,456709.37,60511.55,874457.9,808238.28,43041.56,23178.06,conventional,2016,LosAngeles
422,6,2016-11-13,1.29,1913492.61,696410.88,436388.61,71033.43,709659.69,639521.18,44270.7,25867.81,conventional,2016,LosAngeles
423,7,2016-11-06,1.52,1595013.07,543331.54,423351.91,77064.64,551264.98,497726.49,26542.63,26995.86,conventional,2016,LosAngeles
424,8,2016-10-30,1.48,1499286.88,533137.32,383974.46,59596.59,522578.51,487013.41,16418.82,19146.28,conventional,2016,LosAngeles
425,9,2016-10-23,1.23,2133563.24,768315.72,427296.47,44807.45,893143.6,840269.44,32386.79,20487.37,conventional,2016,LosAngeles
426,10,2016-10-16,1.17,2548687.86,922290.28,501532.5,56116.4,1068748.68,996105.73,43825.17,28817.78,conventional,2016,LosAngeles
427,11,2016-10-09,1.16,2766529.12,1153907.22,559077.15,61747.02,991797.73,915276.04,51156.17,25365.52,conventional,2016,LosAngeles
428,12,2016-10-02,1.06,2865744.94,1337602.73,471344.12,62565.39,994232.7,931963.97,40145.34,22123.39,conventional,2016,LosAngeles
429,13,2016-09-25,1.0,3007073.27,1328968.75,468792.85,62737.86,1146573.81,1087085.53,34496.65,24991.63,conventional,2016,LosAngeles
430,14,2016-09-18,1.06,2589309.14,999948.52,457932.5,55346.12,1076082.0,1008961.12,36400.02,30720.86,conventional,2016,LosAngeles
431,15,2016-09-11,0.95,2939704.87,1217417.81,534763.39,49050.27,1138473.4,1065540.18,46332.57,26600.65,conventional,2016,LosAngeles
432,16,2016-09-04,0.88,3431676.04,1409249.49,626922.72,43844.13,1351659.7,1295162.06,32720.37,23777.27,conventional,2016,LosAngeles
433,17,2016-08-28,0.81,3563268.97,1471105.41,537892.88,57212.08,1497058.6,1436818.52,32450.42,27789.66,conventional,2016,LosAngeles
434,18,2016-08-21,0.93,3086167.04,1264167.99,480926.04,57962.68,1283110.33,1204789.47,43207.72,35113.14,conventional,2016,LosAngeles
435,19,2016-08-14,1.03,2879218.13,1050808.07,605409.39,73825.64,1149175.03,1066852.22,53237.75,29085.06,conventional,2016,LosAngeles
436,20,2016-08-07,1.0,3094362.21,1137248.03,632756.21,67934.57,1256423.4,1158711.73,63574.75,34136.92,conventional,2016,LosAngeles
437,21,2016-07-31,1.06,2826836.07,961494.69,562612.83,70783.66,1231944.89,1135205.94,64811.85,31927.1,conventional,2016,LosAngeles
438,22,2016-07-24,1.01,3033328.67,1163035.43,629930.18,83979.91,1156383.15,1073915.16,60000.52,22467.47,conventional,2016,LosAngeles
439,23,2016-07-17,0.97,3092234.0,1201992.39,630743.25,84008.42,1175489.94,1079717.14,73173.55,22599.25,conventional,2016,LosAngeles
440,24,2016-07-10,0.93,3293224.51,1217453.35,678995.34,81637.45,1315138.37,1201242.48,85231.86,28664.03,conventional,2016,LosAngeles
441,25,2016-07-03,0.95,3449361.49,1317678.72,746045.11,107625.85,1278011.81,1147086.62,96717.6,34207.59,conventional,2016,LosAngeles
442,26,2016-06-26,0.85,3258184.45,1295216.97,655947.51,105879.74,1201140.23,1091515.32,84463.35,25161.56,conventional,2016,LosAngeles
443,27,2016-06-19,0.9,3237847.21,1322109.94,593238.74,114307.31,1208191.22,1102265.57,80776.26,25149.39,conventional,2016,LosAngeles
444,28,2016-06-12,0.83,3248769.26,1439519.4,529969.99,105646.55,1173633.32,1064384.25,84760.03,24489.04,conventional,2016,LosAngeles
445,29,2016-06-05,0.76,3715458.49,1596545.36,650812.6,121002.86,1347097.67,1196472.82,124721.49,25903.36,conventional,2016,LosAngeles
446,30,2016-05-29,0.83,3203935.53,1214455.87,691108.91,113180.16,1185190.59,1038686.31,119446.72,27057.56,conventional,2016,LosAngeles
447,31,2016-05-22,0.76,3134305.39,1084784.88,782144.64,89228.29,1178147.58,1068850.13,87973.45,21324.0,conventional,2016,LosAngeles
448,32,2016-05-15,0.82,2866855.58,1134719.15,643464.88,95527.46,993144.09,871562.92,104146.0,17435.17,conventional,2016,LosAngeles
449,33,2016-05-08,0.64,3942054.31,1416928.16,929683.64,107683.95,1487758.56,1104179.23,362931.85,20647.48,conventional,2016,LosAngeles
450,34,2016-05-01,0.62,3863314.25,1355793.57,1047924.35,98634.23,1360962.1,1011875.96,334016.05,15070.09,conventional,2016,LosAngeles
451,35,2016-04-24,0.75,3136882.52,1115902.49,704492.28,102738.69,1213749.06,1010395.4,185289.33,18064.33,conventional,2016,LosAngeles
452,36,2016-04-17,0.76,3185230.67,1245344.79,643220.72,100883.74,1195781.42,1114858.82,61746.44,19176.16,conventional,2016,LosAngeles
453,37,2016-04-10,0.77,3288356.88,1130642.44,715739.8,95958.07,1346016.57,1196713.63,132341.6,16961.34,conventional,2016,LosAngeles
454,38,2016-04-03,0.82,2793982.31,865503.72,683860.21,101584.86,1143033.52,980989.7,145602.15,16441.67,conventional,2016,LosAngeles
455,39,2016-03-27,0.73,3467762.25,982736.16,836002.09,94366.38,1554657.62,1349458.59,185190.21,20008.82,conventional,2016,LosAngeles
456,40,2016-03-20,0.74,3374876.94,928106.16,901464.72,91298.87,1454007.19,1301235.1,134711.21,18060.88,conventional,2016,LosAngeles
457,41,2016-03-13,0.79,2987393.94,767298.16,657175.2,96884.94,1466035.64,1318493.96,129444.42,18097.26,conventional,2016,LosAngeles
458,42,2016-03-06,0.76,3138836.66,821036.0,680884.1,90068.36,1546848.2,1369895.1,155333.82,21619.28,conventional,2016,LosAngeles
459,43,2016-02-28,0.72,3332578.34,812808.39,750266.34,95505.05,1673998.56,1459896.71,196813.37,17288.48,conventional,2016,LosAngeles
460,44,2016-02-21,0.76,3232888.65,842358.1,671213.11,83794.46,1635522.98,1501295.38,119573.06,14654.54,conventional,2016,LosAngeles
461,45,2016-02-14,0.65,3664088.6,931605.09,837742.21,90043.21,1804698.09,1567442.4,222150.04,15105.65,conventional,2016,LosAngeles
462,46,2016-02-07,0.58,4982700.11,1262681.15,1447533.8,98684.4,2173800.76,1911608.83,245385.02,16806.91,conventional,2016,LosAngeles
463,47,2016-01-31,0.74,3197788.06,1004134.51,721988.78,75111.71,1396553.06,1288253.52,94240.24,14059.3,conventional,2016,LosAngeles
464,48,2016-01-24,0.76,3173509.36,666019.46,779056.76,92941.13,1635492.01,1520603.55,99946.94,14941.52,conventional,2016,LosAngeles
465,49,2016-01-17,0.76,2952576.85,804573.11,854485.91,84389.3,1209128.53,1079975.41,111405.86,17747.26,conventional,2016,LosAngeles
466,50,2016-01-10,0.74,3172437.94,841326.26,803197.41,88909.89,1439004.38,1228427.24,194492.68,16084.46,conventional,2016,LosAngeles
467,51,2016-01-03,0.64,3967109.33,1232109.79,992212.57,90511.09,1652275.88,1415836.57,226121.9,10317.41,conventional,2016,LosAngeles
468,0,2016-12-25,1.36,1087984.9,11329.85,713042.43,84414.47,279198.15,241335.64,36654.59,1207.92,conventional,2016,NewYork
469,1,2016-12-18,1.26,1241381.71,14178.17,954802.6,15428.57,256972.37,215851.19,39174.98,1946.2,conventional,2016,NewYork
470,2,2016-12-11,1.32,1163696.14,10994.77,793989.54,5247.11,353464.72,247566.16,104392.33,1506.23,conventional,2016,NewYork
471,3,2016-12-04,1.52,960475.67,13893.11,696042.02,2350.43,248190.11,214068.14,33668.33,453.64,conventional,2016,NewYork
472,4,2016-11-27,1.56,970753.07,15264.26,696848.85,2022.9,256617.06,223707.17,32610.95,298.94,conventional,2016,NewYork
473,5,2016-11-20,1.59,1093097.04,16970.61,732069.33,2999.16,341057.94,303438.25,35803.02,1816.67,conventional,2016,NewYork
474,6,2016-11-13,1.9,830018.48,12169.08,523321.98,2970.03,291557.39,248573.27,42984.12,0.0,conventional,2016,NewYork
475,7,2016-11-06,1.93,767190.62,10277.48,460230.47,3519.45,293163.22,250705.71,42457.51,0.0,conventional,2016,NewYork
476,8,2016-10-30,1.99,618279.77,9264.98,435952.49,1595.64,171466.66,148756.72,21484.94,1225.0,conventional,2016,NewYork
477,9,2016-10-23,1.95,807564.93,11212.72,512038.46,2086.69,282227.06,275967.53,5009.53,1250.0,conventional,2016,NewYork
478,10,2016-10-16,1.89,969846.54,15611.16,636341.88,1794.03,316099.47,279470.03,35805.83,823.61,conventional,2016,NewYork
479,11,2016-10-09,1.76,1031060.45,20086.94,688905.67,1806.94,320260.9,272661.39,47381.07,218.44,conventional,2016,NewYork
480,12,2016-10-02,1.72,1057930.65,33926.41,658467.15,3847.42,361689.67,310800.35,50151.82,737.5,conventional,2016,NewYork
481,13,2016-09-25,1.62,1061132.87,121477.42,566149.9,2002.25,371503.3,333527.7,37136.71,838.89,conventional,2016,NewYork
482,14,2016-09-18,1.5,1108446.44,112702.36,551448.57,1664.22,442631.29,390220.5,52277.46,133.33,conventional,2016,NewYork
483,15,2016-09-11,1.26,1558413.54,239517.85,883865.63,2148.56,432881.5,384183.89,48239.8,457.81,conventional,2016,NewYork
484,16,2016-09-04,1.47,1278749.25,23916.16,832269.64,12219.16,410344.29,355517.25,53778.4,1048.64,conventional,2016,NewYork
485,17,2016-08-28,1.58,1212399.97,19257.01,715527.43,37849.93,439765.6,378940.19,57956.65,2868.76,conventional,2016,NewYork
486,18,2016-08-21,1.47,1334937.86,15005.3,771413.01,4586.26,543933.29,487247.69,52652.56,4033.04,conventional,2016,NewYork
487,19,2016-08-14,1.49,1275952.93,18600.18,714407.25,13049.64,529895.86,496919.98,31781.23,1194.65,conventional,2016,NewYork
488,20,2016-08-07,1.54,1256917.91,22522.19,668121.42,26114.18,540160.12,496292.38,40991.68,2876.06,conventional,2016,NewYork
489,21,2016-07-31,1.7,1122162.86,16312.56,609412.65,21053.58,475384.07,453444.02,19392.83,2547.22,conventional,2016,NewYork
490,22,2016-07-24,1.68,1180373.67,14628.74,650141.77,22932.6,492670.56,466170.19,21057.43,5442.94,conventional,2016,NewYork
491,23,2016-07-17,1.64,1076259.08,12881.29,611445.16,28823.32,423109.31,365760.49,50850.98,6497.84,conventional,2016,NewYork
492,24,2016-07-10,1.51,1266199.75,15424.35,700324.85,38821.41,511629.14,423617.35,84322.87,3688.92,conventional,2016,NewYork
493,25,2016-07-03,1.53,1280725.34,14732.72,746733.25,49981.26,469278.11,401172.73,62447.69,5657.69,conventional,2016,NewYork
494,26,2016-06-26,1.2,1622151.78,16027.59,1130566.68,30501.74,445055.77,385977.77,56319.65,2758.35,conventional,2016,NewYork
495,27,2016-06-19,1.5,1372612.33,16094.41,901972.6,28828.95,425716.37,366851.46,55746.88,3118.03,conventional,2016,NewYork
496,28,2016-06-12,1.44,1485642.35,19083.82,976390.73,21103.91,469063.89,404818.7,60441.51,3803.68,conventional,2016,NewYork
497,29,2016-06-05,1.47,1447580.25,15757.13,955311.63,23821.5,452689.99,387456.57,63464.32,1769.1,conventional,2016,NewYork
498,30,2016-05-29,1.08,1827100.26,19729.58,1354634.86,24551.86,428183.96,357118.51,70667.12,398.33,conventional,2016,NewYork
499,31,2016-05-22,1.14,1586647.62,16781.6,1157504.36,16382.54,395979.12,362726.03,32847.65,405.44,conventional,2016,NewYork
500,32,2016-05-15,1.14,1706730.17,17964.49,1274098.3,16601.36,398066.02,343885.47,52450.52,1730.03,conventional,2016,NewYork
501,33,2016-05-08,0.77,2740587.86,26384.21,2283465.22,21633.51,409104.92,349589.72,59095.76,419.44,conventional,2016,NewYork
502,34,2016-05-01,1.22,1536109.56,16424.04,1106990.04,11518.08,401177.4,321936.31,79106.38,134.71,conventional,2016,NewYork
503,35,2016-04-24,1.12,1718055.86,19783.48,1290475.48,12409.29,395387.61,331784.37,62792.13,811.11,conventional,2016,NewYork
504,36,2016-04-17,1.08,1030786.84,16212.12,582843.38,4694.24,427037.1,350600.31,74702.17,1734.62,conventional,2016,NewYork
505,37,2016-04-10,1.09,987897.9,19209.79,588026.18,2136.66,378525.27,337797.27,38411.25,2316.75,conventional,2016,NewYork
506,38,2016-04-03,1.31,1240608.2,15436.69,912292.57,1685.41,311193.53,269122.16,42071.37,0.0,conventional,2016,NewYork
507,39,2016-03-27,1.32,1395562.08,17761.56,1008215.2,1438.13,368147.19,316529.29,51617.9,0.0,conventional,2016,NewYork
508,40,2016-03-20,1.09,1743194.56,23278.85,1269404.72,1917.48,448593.51,407712.49,40881.02,0.0,conventional,2016,NewYork
509,41,2016-03-13,1.17,1600417.32,28599.84,1237674.92,2800.71,331341.85,287983.06,43358.79,0.0,conventional,2016,NewYork
510,42,2016-03-06,1.24,1455656.4,18107.83,1074827.27,2066.31,360654.99,317977.04,42677.95,0.0,conventional,2016,NewYork
511,43,2016-02-28,1.15,1594427.98,18295.61,1282457.13,2027.64,291647.6,249147.27,42500.33,0.0,conventional,2016,NewYork
512,44,2016-02-21,1.21,1315177.5,15028.05,930110.1,3071.33,366968.02,323061.15,43906.87,0.0,conventional,2016,NewYork
513,45,2016-02-14,1.09,1806980.64,23786.18,1388157.42,1219.98,393817.06,326948.56,66868.5,0.0,conventional,2016,NewYork
514,46,2016-02-07,0.95,2202127.86,23983.2,1630429.86,2999.72,544715.08,502578.01,42137.07,0.0,conventional,2016,NewYork
515,47,2016-01-31,1.02,1615465.33,18769.06,1284268.92,1383.65,311043.7,269851.19,41190.34,2.17,conventional,2016,NewYork
516,48,2016-01-24,1.3,1429242.83,16058.14,993964.41,1854.2,417366.08,345620.2,71745.88,0.0,conventional,2016,NewYork
517,49,2016-01-17,1.01,1840344.27,18562.23,1422978.1,4948.8,393855.14,349479.81,44375.33,0.0,conventional,2016,NewYork
518,50,2016-01-10,1.15,1364272.64,16165.18,1012218.12,1669.99,334219.35,278109.41,56109.94,0.0,conventional,2016,NewYork
519,51,2016-01-03,1.07,1454164.32,16972.91,1192875.91,1462.15,242853.35,205535.79,37308.73,8.83,conventional,2016,NewYork
520,0,2017-12-31,1.4,419696.59,9622.52,325398.02,2061.91,82614.14,65868.23,16745.91,0.0,conventional,2017,Boston
521,1,2017-12-24,1.45,414147.94,10726.67,312860.91,1638.5,88921.86,75107.0,13814.86,0.0,conventional,2017,Boston
522,2,2017-12-17,1.28,516770.62,10139.25,413484.37,3836.18,89310.82,74552.8,14758.02,0.0,conventional,2017,Boston
523,3,2017-12-10,1.14,687251.82,13210.49,557434.99,2169.35,114436.99,93125.7,21311.29,0.0,conventional,2017,Boston
524,4,2017-12-03,1.4,488588.0,12171.0,386056.0,1901.0,88460.0,66539.0,21921.0,0.0,conventional,2017,Boston
525,5,2017-11-26,1.39,423778.0,10677.0,304833.0,2073.0,106195.0,65656.0,40538.0,0.0,conventional,2017,Boston
526,6,2017-11-19,1.36,476236.0,11494.0,341486.0,2365.0,120892.0,77117.0,43775.0,0.0,conventional,2017,Boston
527,7,2017-11-12,1.23,639092.0,15689.0,533027.0,5720.0,84655.0,74568.0,10086.0,0.0,conventional,2017,Boston
528,8,2017-11-05,1.49,440972.34,13002.8,334875.51,2014.44,91079.59,74159.79,16919.8,0.0,conventional,2017,Boston
529,9,2017-10-29,1.49,465106.32,14781.17,360615.41,2145.15,87564.59,74278.47,13286.12,0.0,conventional,2017,Boston
530,10,2017-10-22,1.48,435243.72,19871.3,328476.35,2432.68,84463.39,81134.22,3329.17,0.0,conventional,2017,Boston
531,11,2017-10-15,1.59,418233.95,20138.49,331423.32,2218.03,64454.11,57500.31,6953.8,0.0,conventional,2017,Boston
532,12,2017-10-08,1.61,451608.73,16621.16,322931.92,1266.34,110789.31,76160.93,34628.38,0.0,conventional,2017,Boston
533,13,2017-10-01,1.62,482271.83,14889.71,366122.85,1797.71,99461.56,71620.46,27841.1,0.0,conventional,2017,Boston
534,14,2017-09-24,1.62,498019.71,10697.54,384522.4,1718.59,101081.18,67635.26,33422.59,23.33,conventional,2017,Boston
535,15,2017-09-17,1.58,462796.84,11826.63,323528.38,1322.39,126119.44,89622.85,36416.59,80.0,conventional,2017,Boston
536,16,2017-09-10,1.63,524513.26,10795.32,394645.36,1483.54,117589.04,97862.02,18127.02,1600.0,conventional,2017,Boston
537,17,2017-09-03,1.81,457862.0,10210.08,333916.08,1478.63,112257.21,83323.67,27043.54,1890.0,conventional,2017,Boston
538,18,2017-08-27,1.79,455915.26,7262.03,319717.74,1534.57,127400.92,89674.49,36986.43,740.0,conventional,2017,Boston
539,19,2017-08-20,1.77,474982.44,6723.39,328845.89,1675.13,137738.03,90348.04,44267.77,3122.22,conventional,2017,Boston
540,20,2017-08-13,1.52,624419.06,7302.93,492068.56,2985.05,122062.52,78320.7,40848.48,2893.34,conventional,2017,Boston
541,21,2017-08-06,1.55,604758.68,8619.19,470232.85,3211.56,122695.08,85619.14,35182.6,1893.34,conventional,2017,Boston
542,22,2017-07-30,1.48,568255.53,8414.57,429987.0,3326.4,126527.56,96106.82,29390.74,1030.0,conventional,2017,Boston
543,23,2017-07-23,1.37,686734.63,7993.86,556263.37,6107.14,116370.26,77917.97,35935.62,2516.67,conventional,2017,Boston
544,24,2017-07-16,1.56,594015.93,9162.09,463806.98,3825.67,117221.19,76876.7,38373.38,1971.11,conventional,2017,Boston
545,25,2017-07-09,1.69,560021.69,8735.91,464670.36,3962.9,82652.52,75760.19,4052.33,2840.0,conventional,2017,Boston
546,26,2017-07-02,1.67,545128.14,6572.32,437068.51,4890.2,96597.11,88408.03,5364.08,2825.0,conventional,2017,Boston
547,27,2017-06-25,1.68,545889.03,5987.76,434222.79,3399.3,102279.18,94362.33,5241.02,2675.83,conventional,2017,Boston
548,28,2017-06-18,1.66,581303.33,5379.22,452146.49,3286.69,120490.93,112280.36,5416.4,2794.17,conventional,2017,Boston
549,29,2017-06-11,1.72,583709.06,5556.48,457512.97,3039.46,117600.15,109052.09,5650.84,2897.22,conventional,2017,Boston
550,30,2017-06-04,1.73,590580.03,5139.73,460653.96,3075.67,121710.67,115907.4,5366.6,436.67,conventional,2017,Boston
551,31,2017-05-28,1.73,602637.88,5970.3,460430.96,2755.68,133480.94,127580.75,4926.86,973.33,conventional,2017,Boston
552,32,2017-05-21,1.69,572421.46,5555.84,441357.29,3222.88,122285.45,117070.57,5154.88,60.0,conventional,2017,Boston
553,33,2017-05-14,1.62,610348.46,5152.68,448442.71,3462.02,153291.05,146852.13,6280.59,158.33,conventional,2017,Boston
554,34,2017-05-07,1.49,676849.88,6703.2,493447.52,6088.75,170610.41,148966.58,20450.77,1193.06,conventional,2017,Boston
555,35,2017-04-30,1.61,603284.31,5758.71,467084.4,3505.87,126935.33,114534.76,11768.63,631.94,conventional,2017,Boston
556,36,2017-04-23,1.63,520793.48,9577.17,382449.77,3293.6,125472.94,104839.16,20633.78,0.0,conventional,2017,Boston
557,37,2017-04-16,1.61,592049.78,7319.25,437483.37,3589.29,143657.87,124789.29,17115.8,1752.78,conventional,2017,Boston
558,38,2017-04-09,1.53,629799.49,5715.72,450287.22,3497.44,170299.11,149094.59,21204.52,0.0,conventional,2017,Boston
559,39,2017-04-02,1.56,571902.2,7962.51,427483.9,3484.11,132971.68,115541.17,17430.51,0.0,conventional,2017,Boston
560,40,2017-03-26,1.51,550948.58,6860.31,412840.77,3403.92,127843.58,115695.54,11461.93,686.11,conventional,2017,Boston
561,41,2017-03-19,1.54,540540.5,5709.44,425273.84,3736.16,105821.06,87773.26,18047.8,0.0,conventional,2017,Boston
562,42,2017-03-12,1.55,495117.57,5729.95,389749.89,3675.15,95962.58,75284.64,20014.05,663.89,conventional,2017,Boston
563,43,2017-03-05,1.3,620307.93,9208.87,529716.12,5832.2,75550.74,75014.84,535.9,0.0,conventional,2017,Boston
564,44,2017-02-26,1.24,599178.18,11751.2,489161.87,5887.27,92377.84,88862.29,3515.55,0.0,conventional,2017,Boston
565,45,2017-02-19,1.31,521125.33,27790.5,391316.37,5419.01,96599.45,88030.23,8569.22,0.0,conventional,2017,Boston
566,46,2017-02-12,1.12,791126.41,83640.38,593329.02,11050.66,103106.35,97915.93,5190.42,0.0,conventional,2017,Boston
567,47,2017-02-05,1.19,772110.18,50889.62,594522.97,7080.99,119616.6,119075.0,541.6,0.0,conventional,2017,Boston
568,48,2017-01-29,1.32,604106.12,5792.32,464828.97,6111.1,127373.73,126000.39,1373.34,0.0,conventional,2017,Boston
569,49,2017-01-22,1.26,663735.14,4741.15,526892.92,11138.94,120962.13,118685.31,2276.82,0.0,conventional,2017,Boston
570,50,2017-01-15,1.3,577976.65,5430.5,457448.44,8522.37,106575.34,106091.75,483.59,0.0,conventional,2017,Boston
571,51,2017-01-08,1.09,730358.49,7543.51,605624.94,9300.68,107889.36,107796.03,93.33,0.0,conventional,2017,Boston
572,52,2017-01-01,1.29,458830.49,4119.9,371223.34,3933.72,79553.53,79339.78,213.75,0.0,conventional,2017,Boston
573,0,2017-12-31,0.93,1960503.39737,2280934.17,3201737.11,111845.09,1538194.86,1461095.1,20553.6,56546.16,conventional,2017,California
574,1,2017-12-24,1.13,5346535.57,1934361.67,1934710.69,116855.41,1360607.8,1277612.22,21328.12,61667.46,conventional,2017,California
575,2,2017-12-17,0.98,6205211.05,1901831.08,2877209.2,115250.14,1310920.63,1229946.93,21220.86,59752.84,conventional,2017,California
576,3,2017-12-10,1.06,5715712.21,2234102.17,2013200.4,90168.26,1378241.38,1291298.72,27353.79,59588.87,conventional,2017,California
577,4,2017-12-03,1.09,5544556.0,2333912.0,1660573.0,100234.0,1449838.0,1365781.0,30856.0,53201.0,conventional,2017,California
578,5,2017-11-26,1.3,4392810.0,1734281.0,1354966.0,121946.0,1181616.0,1093008.0,27254.0,61354.0,conventional,2017,California
579,6,2017-11-19,1.26,4782021.0,1879513.0,1360694.0,107055.0,1434759.0,1328429.0,47615.0,58715.0,conventional,2017,California
580,7,2017-11-12,1.15,5637795.0,2309785.0,1882561.0,108415.0,1337035.0,1248089.0,30662.0,58284.0,conventional,2017,California
581,8,2017-11-05,1.15,5663438.53,2148627.4,2224529.18,108333.63,1181948.32,1105519.8,20488.19,55940.33,conventional,2017,California
582,9,2017-10-29,1.2,5714676.89,1981731.12,2384845.53,125816.68,1222283.56,1165130.71,22762.03,34390.82,conventional,2017,California
583,10,2017-10-22,1.53,4420877.4,1604916.52,1779177.98,123891.36,912891.54,856748.54,21482.38,34660.62,conventional,2017,California
584,11,2017-10-15,1.68,4066640.98,1348029.41,1699672.65,137027.4,881911.52,822315.27,22733.62,36862.63,conventional,2017,California
585,12,2017-10-08,1.74,4151444.41,1377101.0,1829530.74,138380.27,806432.4,747128.46,25531.54,33772.4,conventional,2017,California
586,13,2017-10-01,1.77,3870633.16,1288266.68,1608863.15,120405.29,853098.04,794746.4,25612.08,32739.56,conventional,2017,California
587,14,2017-09-24,1.74,3937000.67,1383479.62,1575761.37,119703.21,858056.47,801572.79,24211.83,32271.85,conventional,2017,California
588,15,2017-09-17,1.72,4167531.38,1571529.56,1556655.98,128019.39,911326.45,860705.01,18473.03,32148.41,conventional,2017,California
589,16,2017-09-10,1.71,4380657.13,1677368.14,1599511.35,141899.49,961878.15,904618.47,19579.65,37680.03,conventional,2017,California
590,17,2017-09-03,1.65,4648718.22,1856634.4,1720930.65,168178.12,902975.05,839519.87,21358.39,42096.79,conventional,2017,California
591,18,2017-08-27,1.78,4360013.67,1889886.87,1420373.34,157338.07,892415.39,830646.31,19482.22,42286.86,conventional,2017,California
592,19,2017-08-20,1.64,4524974.68,1995269.12,1293180.21,165218.13,1071307.22,986592.65,33841.83,50872.74,conventional,2017,California
593,20,2017-08-13,1.26,5862368.39,2346710.99,2079376.28,190313.03,1245968.09,1160556.19,32819.18,52592.72,conventional,2017,California
594,21,2017-08-06,1.36,5655955.05,2313742.61,1892140.35,159763.39,1290308.7,1201486.97,30452.62,58369.11,conventional,2017,California
595,22,2017-07-30,1.38,5571000.96,2179199.68,2206571.02,152942.18,1032288.08,948516.41,28336.99,55434.68,conventional,2017,California
596,23,2017-07-23,1.46,5188483.1,2201004.96,1738865.16,151424.79,1097188.19,1018813.29,20424.08,57950.82,conventional,2017,California
597,24,2017-07-16,1.49,5405190.35,2319570.09,1821613.01,178446.19,1085561.06,1007608.04,22434.17,55518.85,conventional,2017,California
598,25,2017-07-09,1.28,1960503.39737,2634902.26,1818682.87,207945.39,1838137.96,1767976.83,5214.88,64946.25,conventional,2017,California
599,26,2017-07-02,1.28,1960503.39737,2527123.67,1942683.02,224121.48,1913364.44,1844798.2,4337.49,64228.75,conventional,2017,California
600,27,2017-06-25,1.15,1960503.39737,2706875.38,1977949.64,191069.11,2123361.74,2061235.1,5202.82,56923.82,conventional,2017,California
601,28,2017-06-18,1.2,1960503.39737,2691571.96,1650089.15,191313.38,2066074.36,1989158.83,5912.72,71002.81,conventional,2017,California
602,29,2017-06-11,1.22,6177216.24,2302944.62,1517908.04,188258.15,2168105.43,2095827.24,5598.97,66679.22,conventional,2017,California
603,30,2017-06-04,1.2,1960503.39737,2378539.46,1580024.38,141320.44,2407209.29,2348867.54,4428.25,53913.5,conventional,2017,California
604,31,2017-05-28,1.32,6160751.92,2307940.04,1793496.44,153502.24,1905813.2,1829396.11,3223.85,73193.24,conventional,2017,California
605,32,2017-05-21,1.35,5599003.03,2077113.57,1627754.26,137755.31,1756379.89,1685046.63,3942.61,67390.65,conventional,2017,California
606,33,2017-05-14,1.17,6370622.3,2375685.35,1570244.89,134825.51,2289866.55,2216400.16,4798.87,68667.52,conventional,2017,California
607,34,2017-05-07,1.08,1960503.39737,2851510.24,2470795.47,150595.46,2399302.06,2314634.27,3601.53,81066.26,conventional,2017,California
608,35,2017-04-30,1.25,5889669.2,2197824.46,1689225.61,157508.63,1845110.5,1770413.98,2532.7,72163.82,conventional,2017,California
609,36,2017-04-23,1.26,5637299.78,2027854.71,1521895.03,162006.91,1925543.13,1849562.53,6322.77,69657.83,conventional,2017,California
610,37,2017-04-16,1.34,5442086.44,2047142.24,1572972.43,163002.25,1658969.52,1585488.4,1756.03,71725.09,conventional,2017,California
611,38,2017-04-09,1.13,6249182.98,1926187.79,2128867.47,161909.09,2032218.63,1957058.55,13132.9,62027.18,conventional,2017,California
612,39,2017-04-02,1.22,5719811.06,1856672.56,1580307.3,150682.37,2132148.83,2059479.45,16199.12,56470.26,conventional,2017,California
613,40,2017-03-26,1.33,5073070.91,1693588.76,1542979.33,138133.01,1698369.81,1629800.46,1991.84,66577.51,conventional,2017,California
614,41,2017-03-19,1.31,5328958.01,1857645.04,1555271.43,143586.99,1772454.55,1709046.29,5147.16,58261.1,conventional,2017,California
615,42,2017-03-12,1.31,5208101.86,1871004.41,1577127.23,156629.51,1603340.71,1528139.92,7223.59,67977.2,conventional,2017,California
616,43,2017-03-05,1.15,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,conventional,2017,California
